order_details_id,order_id,order_date,order_time,item_id,menu_item_id,item_name,category,price
813,354,2023-01-06,18:01:44,132,132,"Eggplant Parmesan",Italian,16.95
814,355,2023-01-06,18:14:45,103,103,"Hot Dog",American,9.00
815,355,2023-01-06,18:14:45,117,117,"Chicken Burrito",Mexican,12.95
816,356,2023-01-06,18:16:05,103,103,"Hot Dog",American,9.00
817,357,2023-01-06,18:27:58,102,102,Cheeseburger,American,13.95
818,357,2023-01-06,18:27:58,105,105,"Mac & Cheese",American,7.00
819,357,2023-01-06,18:27:58,131,131,"Chicken Parmesan",Italian,17.95
820,358,2023-01-06,18:30:12,117,117,"Chicken Burrito",Mexican,12.95
821,359,2023-01-06,18:33:08,126,126,"Fettuccine Alfredo",Italian,14.50
822,359,2023-01-06,18:33:08,106,106,"French Fries",American,7.00
823,360,2023-01-06,18:50:38,101,101,Hamburger,American,12.95
824,360,2023-01-06,18:50:38,126,126,"Fettuccine Alfredo",Italian,14.50
825,360,2023-01-06,18:50:38,109,109,"Korean Beef Bowl",Asian,17.95
826,361,2023-01-06,19:12:38,107,107,"Orange Chicken",Asian,16.50
827,361,2023-01-06,19:12:38,110,110,"Pork Ramen",Asian,17.95
828,362,2023-01-06,19:13:36,101,101,Hamburger,American,12.95
829,362,2023-01-06,19:13:36,129,129,"Mushroom Ravioli",Italian,15.50
830,363,2023-01-06,19:20:31,128,128,"Cheese Lasagna",Italian,15.50
831,363,2023-01-06,19:20:31,129,129,"Mushroom Ravioli",Italian,15.50
832,364,2023-01-06,19:27:24,117,117,"Chicken Burrito",Mexican,12.95
833,364,2023-01-06,19:27:24,NULL,NULL,NULL,NULL,NULL
834,365,2023-01-06,19:37:26,125,125,"Spaghetti & Meatballs",Italian,17.95
835,365,2023-01-06,19:37:26,128,128,"Cheese Lasagna",Italian,15.50
836,365,2023-01-06,19:37:26,113,113,Edamame,Asian,5.00
837,366,2023-01-06,20:04:20,110,110,"Pork Ramen",Asian,17.95
838,367,2023-01-06,20:05:12,109,109,"Korean Beef Bowl",Asian,17.95
839,367,2023-01-06,20:05:12,131,131,"Chicken Parmesan",Italian,17.95
840,368,2023-01-06,20:28:16,130,130,"Shrimp Scampi",Italian,19.95
841,368,2023-01-06,20:28:16,106,106,"French Fries",American,7.00
842,369,2023-01-06,20:30:06,131,131,"Chicken Parmesan",Italian,17.95
843,370,2023-01-06,21:02:30,125,125,"Spaghetti & Meatballs",Italian,17.95
844,370,2023-01-06,21:02:30,109,109,"Korean Beef Bowl",Asian,17.95
845,371,2023-01-06,21:15:20,113,113,Edamame,Asian,5.00
846,372,2023-01-06,22:26:59,131,131,"Chicken Parmesan",Italian,17.95
847,373,2023-01-07,11:45:18,104,104,"Veggie Burger",American,10.50
848,373,2023-01-07,11:45:18,108,108,"Tofu Pad Thai",Asian,14.50
849,373,2023-01-07,11:45:18,120,120,"Steak Torta",Mexican,13.95
850,374,2023-01-07,11:55:59,107,107,"Orange Chicken",Asian,16.50
851,374,2023-01-07,11:55:59,103,103,"Hot Dog",American,9.00
852,374,2023-01-07,11:55:59,118,118,"Steak Burrito",Mexican,14.95
853,375,2023-01-07,11:58:36,129,129,"Mushroom Ravioli",Italian,15.50
854,376,2023-01-07,12:01:17,NULL,NULL,NULL,NULL,NULL
855,376,2023-01-07,12:01:17,132,132,"Eggplant Parmesan",Italian,16.95
856,377,2023-01-07,12:03:18,109,109,"Korean Beef Bowl",Asian,17.95
857,377,2023-01-07,12:03:18,106,106,"French Fries",American,7.00
858,378,2023-01-07,12:19:37,127,127,"Meat Lasagna",Italian,17.95
859,379,2023-01-07,12:25:37,106,106,"French Fries",American,7.00
860,380,2023-01-07,12:32:10,116,116,"Steak Tacos",Mexican,13.95
861,380,2023-01-07,12:32:10,102,102,Cheeseburger,American,13.95
862,381,2023-01-07,12:33:06,105,105,"Mac & Cheese",American,7.00
863,382,2023-01-07,12:33:07,106,106,"French Fries",American,7.00
864,382,2023-01-07,12:33:07,132,132,"Eggplant Parmesan",Italian,16.95
865,383,2023-01-07,12:43:59,122,122,"Chips & Salsa",Mexican,7.00
866,384,2023-01-07,12:51:46,109,109,"Korean Beef Bowl",Asian,17.95
867,384,2023-01-07,12:51:46,110,110,"Pork Ramen",Asian,17.95
868,384,2023-01-07,12:51:46,128,128,"Cheese Lasagna",Italian,15.50
869,384,2023-01-07,12:51:46,114,114,Potstickers,Asian,9.00
870,385,2023-01-07,12:54:19,132,132,"Eggplant Parmesan",Italian,16.95
871,386,2023-01-07,12:58:16,127,127,"Meat Lasagna",Italian,17.95
872,386,2023-01-07,12:58:16,121,121,"Cheese Quesadillas",Mexican,10.50
873,386,2023-01-07,12:58:16,106,106,"French Fries",American,7.00
874,387,2023-01-07,13:03:14,101,101,Hamburger,American,12.95
875,387,2023-01-07,13:03:14,107,107,"Orange Chicken",Asian,16.50
876,387,2023-01-07,13:03:14,104,104,"Veggie Burger",American,10.50
877,387,2023-01-07,13:03:14,124,124,Spaghetti,Italian,14.50
878,387,2023-01-07,13:03:14,113,113,Edamame,Asian,5.00
879,387,2023-01-07,13:03:14,122,122,"Chips & Salsa",Mexican,7.00
880,387,2023-01-07,13:03:14,131,131,"Chicken Parmesan",Italian,17.95
881,388,2023-01-07,13:04:56,101,101,Hamburger,American,12.95
882,388,2023-01-07,13:04:56,103,103,"Hot Dog",American,9.00
883,388,2023-01-07,13:04:56,128,128,"Cheese Lasagna",Italian,15.50
884,388,2023-01-07,13:04:56,132,132,"Eggplant Parmesan",Italian,16.95
885,389,2023-01-07,13:10:17,130,130,"Shrimp Scampi",Italian,19.95
886,390,2023-01-07,13:15:32,112,112,"Salmon Roll",Asian,14.95
887,391,2023-01-07,13:25:31,114,114,Potstickers,Asian,9.00
888,392,2023-01-07,13:36:47,107,107,"Orange Chicken",Asian,16.50
889,392,2023-01-07,13:36:47,116,116,"Steak Tacos",Mexican,13.95
890,392,2023-01-07,13:36:47,102,102,Cheeseburger,American,13.95
891,392,2023-01-07,13:36:47,113,113,Edamame,Asian,5.00
892,392,2023-01-07,13:36:47,119,119,"Chicken Torta",Mexican,11.95
893,392,2023-01-07,13:36:47,120,120,"Steak Torta",Mexican,13.95
894,392,2023-01-07,13:36:47,121,121,"Cheese Quesadillas",Mexican,10.50
895,392,2023-01-07,13:36:47,122,122,"Chips & Salsa",Mexican,7.00
896,393,2023-01-07,13:48:31,126,126,"Fettuccine Alfredo",Italian,14.50
897,393,2023-01-07,13:48:31,109,109,"Korean Beef Bowl",Asian,17.95
898,394,2023-01-07,14:02:18,107,107,"Orange Chicken",Asian,16.50
899,394,2023-01-07,14:02:18,104,104,"Veggie Burger",American,10.50
900,394,2023-01-07,14:02:18,109,109,"Korean Beef Bowl",Asian,17.95
901,394,2023-01-07,14:02:18,109,109,"Korean Beef Bowl",Asian,17.95
902,394,2023-01-07,14:02:18,112,112,"Salmon Roll",Asian,14.95
903,394,2023-01-07,14:02:18,113,113,Edamame,Asian,5.00
904,394,2023-01-07,14:02:18,113,113,Edamame,Asian,5.00
905,394,2023-01-07,14:02:18,120,120,"Steak Torta",Mexican,13.95
906,394,2023-01-07,14:02:18,122,122,"Chips & Salsa",Mexican,7.00
907,394,2023-01-07,14:02:18,130,130,"Shrimp Scampi",Italian,19.95
908,394,2023-01-07,14:02:18,106,106,"French Fries",American,7.00
909,394,2023-01-07,14:02:18,132,132,"Eggplant Parmesan",Italian,16.95
910,395,2023-01-07,14:11:08,111,111,"California Roll",Asian,11.95
911,396,2023-01-07,14:12:21,131,131,"Chicken Parmesan",Italian,17.95
912,397,2023-01-07,14:31:10,124,124,Spaghetti,Italian,14.50
913,397,2023-01-07,14:31:10,109,109,"Korean Beef Bowl",Asian,17.95
914,397,2023-01-07,14:31:10,113,113,Edamame,Asian,5.00
915,398,2023-01-07,14:56:26,113,113,Edamame,Asian,5.00
916,399,2023-01-07,15:47:49,101,101,Hamburger,American,12.95
917,399,2023-01-07,15:47:49,102,102,Cheeseburger,American,13.95
918,399,2023-01-07,15:47:49,125,125,"Spaghetti & Meatballs",Italian,17.95
919,399,2023-01-07,15:47:49,114,114,Potstickers,Asian,9.00
920,400,2023-01-07,16:03:07,113,113,Edamame,Asian,5.00
921,400,2023-01-07,16:03:07,106,106,"French Fries",American,7.00
922,401,2023-01-07,16:08:35,132,132,"Eggplant Parmesan",Italian,16.95
923,402,2023-01-07,16:24:46,125,125,"Spaghetti & Meatballs",Italian,17.95
924,402,2023-01-07,16:24:46,117,117,"Chicken Burrito",Mexican,12.95
925,403,2023-01-07,16:26:10,101,101,Hamburger,American,12.95
926,403,2023-01-07,16:26:10,108,108,"Tofu Pad Thai",Asian,14.50
927,403,2023-01-07,16:26:10,119,119,"Chicken Torta",Mexican,11.95
928,404,2023-01-07,16:39:27,104,104,"Veggie Burger",American,10.50
929,405,2023-01-07,16:44:16,120,120,"Steak Torta",Mexican,13.95
930,406,2023-01-07,16:50:49,103,103,"Hot Dog",American,9.00
931,406,2023-01-07,16:50:49,108,108,"Tofu Pad Thai",Asian,14.50
932,406,2023-01-07,16:50:49,127,127,"Meat Lasagna",Italian,17.95
933,407,2023-01-07,16:56:42,102,102,Cheeseburger,American,13.95
934,407,2023-01-07,16:56:42,108,108,"Tofu Pad Thai",Asian,14.50
935,407,2023-01-07,16:56:42,113,113,Edamame,Asian,5.00
936,408,2023-01-07,17:09:09,115,115,"Chicken Tacos",Mexican,11.95
937,408,2023-01-07,17:09:09,118,118,"Steak Burrito",Mexican,14.95
938,409,2023-01-07,17:15:04,113,113,Edamame,Asian,5.00
939,410,2023-01-07,17:33:49,107,107,"Orange Chicken",Asian,16.50
940,410,2023-01-07,17:33:49,128,128,"Cheese Lasagna",Italian,15.50
941,410,2023-01-07,17:33:49,NULL,NULL,NULL,NULL,NULL
942,411,2023-01-07,17:58:09,117,117,"Chicken Burrito",Mexican,12.95
943,411,2023-01-07,17:58:09,105,105,"Mac & Cheese",American,7.00
944,412,2023-01-07,18:07:46,115,115,"Chicken Tacos",Mexican,11.95
945,412,2023-01-07,18:07:46,123,123,"Chips & Guacamole",Mexican,9.00
946,413,2023-01-07,18:11:32,114,114,Potstickers,Asian,9.00
947,414,2023-01-07,18:13:22,108,108,"Tofu Pad Thai",Asian,14.50
948,414,2023-01-07,18:13:22,124,124,Spaghetti,Italian,14.50
949,414,2023-01-07,18:13:22,117,117,"Chicken Burrito",Mexican,12.95
950,415,2023-01-07,18:16:23,102,102,Cheeseburger,American,13.95
951,416,2023-01-07,18:17:42,131,131,"Chicken Parmesan",Italian,17.95
952,417,2023-01-07,18:24:40,113,113,Edamame,Asian,5.00
953,418,2023-01-07,18:40:11,104,104,"Veggie Burger",American,10.50
954,418,2023-01-07,18:40:11,120,120,"Steak Torta",Mexican,13.95
955,419,2023-01-07,19:02:31,101,101,Hamburger,American,12.95
956,419,2023-01-07,19:02:31,109,109,"Korean Beef Bowl",Asian,17.95
957,419,2023-01-07,19:02:31,127,127,"Meat Lasagna",Italian,17.95
958,419,2023-01-07,19:02:31,132,132,"Eggplant Parmesan",Italian,16.95
959,420,2023-01-07,19:04:40,124,124,Spaghetti,Italian,14.50
960,420,2023-01-07,19:04:40,112,112,"Salmon Roll",Asian,14.95
961,421,2023-01-07,19:21:58,101,101,Hamburger,American,12.95
962,421,2023-01-07,19:21:58,116,116,"Steak Tacos",Mexican,13.95
963,421,2023-01-07,19:21:58,104,104,"Veggie Burger",American,10.50
964,422,2023-01-07,19:30:25,125,125,"Spaghetti & Meatballs",Italian,17.95
965,422,2023-01-07,19:30:25,117,117,"Chicken Burrito",Mexican,12.95
966,422,2023-01-07,19:30:25,131,131,"Chicken Parmesan",Italian,17.95
967,423,2023-01-07,19:45:07,117,117,"Chicken Burrito",Mexican,12.95
968,423,2023-01-07,19:45:07,120,120,"Steak Torta",Mexican,13.95
969,424,2023-01-07,20:01:28,113,113,Edamame,Asian,5.00
970,425,2023-01-07,20:21:19,121,121,"Cheese Quesadillas",Mexican,10.50
971,426,2023-01-07,20:25:45,108,108,"Tofu Pad Thai",Asian,14.50
972,426,2023-01-07,20:25:45,120,120,"Steak Torta",Mexican,13.95
973,426,2023-01-07,20:25:45,121,121,"Cheese Quesadillas",Mexican,10.50
974,427,2023-01-07,21:49:00,131,131,"Chicken Parmesan",Italian,17.95
975,428,2023-01-07,22:05:00,116,116,"Steak Tacos",Mexican,13.95
976,428,2023-01-07,22:05:00,110,110,"Pork Ramen",Asian,17.95
977,429,2023-01-07,22:16:53,122,122,"Chips & Salsa",Mexican,7.00
978,430,2023-01-07,22:46:13,126,126,"Fettuccine Alfredo",Italian,14.50
979,430,2023-01-07,22:46:13,120,120,"Steak Torta",Mexican,13.95
980,431,2023-01-08,11:17:13,107,107,"Orange Chicken",Asian,16.50
981,431,2023-01-08,11:17:13,103,103,"Hot Dog",American,9.00
982,431,2023-01-08,11:17:13,125,125,"Spaghetti & Meatballs",Italian,17.95
983,431,2023-01-08,11:17:13,109,109,"Korean Beef Bowl",Asian,17.95
984,432,2023-01-08,11:39:07,110,110,"Pork Ramen",Asian,17.95
985,432,2023-01-08,11:39:07,106,106,"French Fries",American,7.00
986,432,2023-01-08,11:39:07,132,132,"Eggplant Parmesan",Italian,16.95
987,433,2023-01-08,11:49:50,122,122,"Chips & Salsa",Mexican,7.00
988,434,2023-01-08,11:54:14,111,111,"California Roll",Asian,11.95
989,434,2023-01-08,11:54:14,122,122,"Chips & Salsa",Mexican,7.00
990,434,2023-01-08,11:54:14,132,132,"Eggplant Parmesan",Italian,16.95
991,435,2023-01-08,12:06:09,108,108,"Tofu Pad Thai",Asian,14.50
992,435,2023-01-08,12:06:09,112,112,"Salmon Roll",Asian,14.95
993,435,2023-01-08,12:06:09,123,123,"Chips & Guacamole",Mexican,9.00
994,436,2023-01-08,12:07:21,108,108,"Tofu Pad Thai",Asian,14.50
995,436,2023-01-08,12:07:21,117,117,"Chicken Burrito",Mexican,12.95
996,436,2023-01-08,12:07:21,112,112,"Salmon Roll",Asian,14.95
997,436,2023-01-08,12:07:21,118,118,"Steak Burrito",Mexican,14.95
998,437,2023-01-08,12:07:54,101,101,Hamburger,American,12.95
999,438,2023-01-08,12:08:38,132,132,"Eggplant Parmesan",Italian,16.95
1000,439,2023-01-08,12:13:08,103,103,"Hot Dog",American,9.00
1001,439,2023-01-08,12:13:08,113,113,Edamame,Asian,5.00
1002,439,2023-01-08,12:13:08,114,114,Potstickers,Asian,9.00
1003,440,2023-01-08,12:16:34,116,116,"Steak Tacos",Mexican,13.95
1004,440,2023-01-08,12:16:34,103,103,"Hot Dog",American,9.00
1005,440,2023-01-08,12:16:34,124,124,Spaghetti,Italian,14.50
1006,440,2023-01-08,12:16:34,125,125,"Spaghetti & Meatballs",Italian,17.95
1007,440,2023-01-08,12:16:34,125,125,"Spaghetti & Meatballs",Italian,17.95
1008,440,2023-01-08,12:16:34,126,126,"Fettuccine Alfredo",Italian,14.50
1009,440,2023-01-08,12:16:34,126,126,"Fettuccine Alfredo",Italian,14.50
1010,440,2023-01-08,12:16:34,109,109,"Korean Beef Bowl",Asian,17.95
1011,440,2023-01-08,12:16:34,127,127,"Meat Lasagna",Italian,17.95
1012,440,2023-01-08,12:16:34,113,113,Edamame,Asian,5.00
1013,440,2023-01-08,12:16:34,122,122,"Chips & Salsa",Mexican,7.00
1014,440,2023-01-08,12:16:34,131,131,"Chicken Parmesan",Italian,17.95
1015,440,2023-01-08,12:16:34,106,106,"French Fries",American,7.00
1016,440,2023-01-08,12:16:34,132,132,"Eggplant Parmesan",Italian,16.95
1017,441,2023-01-08,12:16:58,122,122,"Chips & Salsa",Mexican,7.00
1018,441,2023-01-08,12:16:58,106,106,"French Fries",American,7.00
1019,442,2023-01-08,12:28:49,118,118,"Steak Burrito",Mexican,14.95
1020,443,2023-01-08,12:34:20,107,107,"Orange Chicken",Asian,16.50
1021,443,2023-01-08,12:34:20,102,102,Cheeseburger,American,13.95
1022,443,2023-01-08,12:34:20,125,125,"Spaghetti & Meatballs",Italian,17.95
1023,443,2023-01-08,12:34:20,110,110,"Pork Ramen",Asian,17.95
1024,443,2023-01-08,12:34:20,127,127,"Meat Lasagna",Italian,17.95
1025,443,2023-01-08,12:34:20,129,129,"Mushroom Ravioli",Italian,15.50
1026,443,2023-01-08,12:34:20,113,113,Edamame,Asian,5.00
1027,443,2023-01-08,12:34:20,120,120,"Steak Torta",Mexican,13.95
1028,443,2023-01-08,12:34:20,120,120,"Steak Torta",Mexican,13.95
1029,443,2023-01-08,12:34:20,105,105,"Mac & Cheese",American,7.00
1030,443,2023-01-08,12:34:20,122,122,"Chips & Salsa",Mexican,7.00
1031,443,2023-01-08,12:34:20,122,122,"Chips & Salsa",Mexican,7.00
1032,443,2023-01-08,12:34:20,123,123,"Chips & Guacamole",Mexican,9.00
1033,443,2023-01-08,12:34:20,106,106,"French Fries",American,7.00
1034,444,2023-01-08,12:40:05,125,125,"Spaghetti & Meatballs",Italian,17.95
1035,445,2023-01-08,12:57:39,109,109,"Korean Beef Bowl",Asian,17.95
1036,446,2023-01-08,12:58:01,107,107,"Orange Chicken",Asian,16.50
1037,446,2023-01-08,12:58:01,127,127,"Meat Lasagna",Italian,17.95
1038,446,2023-01-08,12:58:01,120,120,"Steak Torta",Mexican,13.95
1039,447,2023-01-08,13:02:00,124,124,Spaghetti,Italian,14.50
1040,448,2023-01-08,13:03:34,109,109,"Korean Beef Bowl",Asian,17.95
1041,448,2023-01-08,13:03:34,112,112,"Salmon Roll",Asian,14.95
1042,448,2023-01-08,13:03:34,120,120,"Steak Torta",Mexican,13.95
1043,449,2023-01-08,13:04:15,106,106,"French Fries",American,7.00
1044,450,2023-01-08,13:07:53,107,107,"Orange Chicken",Asian,16.50
1045,451,2023-01-08,13:19:06,124,124,Spaghetti,Italian,14.50
1046,451,2023-01-08,13:19:06,110,110,"Pork Ramen",Asian,17.95
1047,451,2023-01-08,13:19:06,105,105,"Mac & Cheese",American,7.00
1048,452,2023-01-08,13:24:11,101,101,Hamburger,American,12.95
1049,452,2023-01-08,13:24:11,107,107,"Orange Chicken",Asian,16.50
1050,452,2023-01-08,13:24:11,120,120,"Steak Torta",Mexican,13.95
1051,453,2023-01-08,13:27:14,102,102,Cheeseburger,American,13.95
1052,453,2023-01-08,13:27:14,125,125,"Spaghetti & Meatballs",Italian,17.95
1053,453,2023-01-08,13:27:14,120,120,"Steak Torta",Mexican,13.95
1054,453,2023-01-08,13:27:14,106,106,"French Fries",American,7.00
1055,454,2023-01-08,13:31:40,122,122,"Chips & Salsa",Mexican,7.00
1056,455,2023-01-08,13:39:14,117,117,"Chicken Burrito",Mexican,12.95
1057,456,2023-01-08,13:47:53,131,131,"Chicken Parmesan",Italian,17.95
1058,457,2023-01-08,13:59:04,102,102,Cheeseburger,American,13.95
1059,457,2023-01-08,13:59:04,103,103,"Hot Dog",American,9.00
1060,457,2023-01-08,13:59:04,108,108,"Tofu Pad Thai",Asian,14.50
1061,458,2023-01-08,14:00:05,119,119,"Chicken Torta",Mexican,11.95
1062,458,2023-01-08,14:00:05,123,123,"Chips & Guacamole",Mexican,9.00
1063,458,2023-01-08,14:00:05,114,114,Potstickers,Asian,9.00
1064,459,2023-01-08,14:14:02,122,122,"Chips & Salsa",Mexican,7.00
1065,460,2023-01-08,14:19:58,126,126,"Fettuccine Alfredo",Italian,14.50
1066,460,2023-01-08,14:19:58,117,117,"Chicken Burrito",Mexican,12.95
1067,461,2023-01-08,14:21:19,102,102,Cheeseburger,American,13.95
1068,461,2023-01-08,14:21:19,109,109,"Korean Beef Bowl",Asian,17.95
1069,462,2023-01-08,14:38:41,131,131,"Chicken Parmesan",Italian,17.95
1070,463,2023-01-08,14:40:28,101,101,Hamburger,American,12.95
1071,463,2023-01-08,14:40:28,119,119,"Chicken Torta",Mexican,11.95
1072,464,2023-01-08,14:49:01,101,101,Hamburger,American,12.95
1073,464,2023-01-08,14:49:01,116,116,"Steak Tacos",Mexican,13.95
1074,465,2023-01-08,14:55:23,111,111,"California Roll",Asian,11.95
1075,466,2023-01-08,15:30:10,131,131,"Chicken Parmesan",Italian,17.95
1076,466,2023-01-08,15:30:10,NULL,NULL,NULL,NULL,NULL
1077,467,2023-01-08,15:33:13,119,119,"Chicken Torta",Mexican,11.95
1078,468,2023-01-08,15:36:12,125,125,"Spaghetti & Meatballs",Italian,17.95
1079,468,2023-01-08,15:36:12,113,113,Edamame,Asian,5.00
1080,469,2023-01-08,15:37:18,101,101,Hamburger,American,12.95
1081,469,2023-01-08,15:37:18,120,120,"Steak Torta",Mexican,13.95
1082,470,2023-01-08,15:49:13,132,132,"Eggplant Parmesan",Italian,16.95
1083,471,2023-01-08,16:20:26,127,127,"Meat Lasagna",Italian,17.95
1084,472,2023-01-08,16:29:50,127,127,"Meat Lasagna",Italian,17.95
1085,472,2023-01-08,16:29:50,127,127,"Meat Lasagna",Italian,17.95
1086,473,2023-01-08,16:41:27,109,109,"Korean Beef Bowl",Asian,17.95
1087,473,2023-01-08,16:41:27,119,119,"Chicken Torta",Mexican,11.95
1088,473,2023-01-08,16:41:27,105,105,"Mac & Cheese",American,7.00
1089,474,2023-01-08,16:47:48,126,126,"Fettuccine Alfredo",Italian,14.50
1090,474,2023-01-08,16:47:48,113,113,Edamame,Asian,5.00
1091,475,2023-01-08,17:15:17,107,107,"Orange Chicken",Asian,16.50
1092,475,2023-01-08,17:15:17,106,106,"French Fries",American,7.00
1093,476,2023-01-08,17:27:56,113,113,Edamame,Asian,5.00
1094,476,2023-01-08,17:27:56,119,119,"Chicken Torta",Mexican,11.95
1095,476,2023-01-08,17:27:56,132,132,"Eggplant Parmesan",Italian,16.95
1096,477,2023-01-08,17:30:04,126,126,"Fettuccine Alfredo",Italian,14.50
1097,477,2023-01-08,17:30:04,129,129,"Mushroom Ravioli",Italian,15.50
1098,478,2023-01-08,17:35:56,116,116,"Steak Tacos",Mexican,13.95
1099,478,2023-01-08,17:35:56,103,103,"Hot Dog",American,9.00
1100,479,2023-01-08,17:37:03,124,124,Spaghetti,Italian,14.50
1101,479,2023-01-08,17:37:03,110,110,"Pork Ramen",Asian,17.95
1102,480,2023-01-08,17:41:31,113,113,Edamame,Asian,5.00
1103,481,2023-01-08,17:41:37,113,113,Edamame,Asian,5.00
1104,481,2023-01-08,17:41:37,131,131,"Chicken Parmesan",Italian,17.95
1105,482,2023-01-08,17:52:42,126,126,"Fettuccine Alfredo",Italian,14.50
1106,482,2023-01-08,17:52:42,117,117,"Chicken Burrito",Mexican,12.95
1107,482,2023-01-08,17:52:42,122,122,"Chips & Salsa",Mexican,7.00
1108,483,2023-01-08,17:54:05,101,101,Hamburger,American,12.95
1109,483,2023-01-08,17:54:05,111,111,"California Roll",Asian,11.95
1110,483,2023-01-08,17:54:05,112,112,"Salmon Roll",Asian,14.95
1111,483,2023-01-08,17:54:05,122,122,"Chips & Salsa",Mexican,7.00
1112,484,2023-01-08,18:02:54,125,125,"Spaghetti & Meatballs",Italian,17.95
1113,484,2023-01-08,18:02:54,129,129,"Mushroom Ravioli",Italian,15.50
1114,485,2023-01-08,18:07:31,102,102,Cheeseburger,American,13.95
1115,486,2023-01-08,18:15:08,123,123,"Chips & Guacamole",Mexican,9.00
1116,487,2023-01-08,18:30:16,109,109,"Korean Beef Bowl",Asian,17.95
1117,487,2023-01-08,18:30:16,120,120,"Steak Torta",Mexican,13.95
1118,487,2023-01-08,18:30:16,131,131,"Chicken Parmesan",Italian,17.95
1119,488,2023-01-08,18:46:02,132,132,"Eggplant Parmesan",Italian,16.95
1120,489,2023-01-08,18:48:43,118,118,"Steak Burrito",Mexican,14.95
1121,490,2023-01-08,18:49:24,107,107,"Orange Chicken",Asian,16.50
1122,490,2023-01-08,18:49:24,108,108,"Tofu Pad Thai",Asian,14.50
1123,490,2023-01-08,18:49:24,111,111,"California Roll",Asian,11.95
1124,491,2023-01-08,19:01:12,111,111,"California Roll",Asian,11.95
1125,491,2023-01-08,19:01:12,113,113,Edamame,Asian,5.00
1126,491,2023-01-08,19:01:12,118,118,"Steak Burrito",Mexican,14.95
1127,491,2023-01-08,19:01:12,119,119,"Chicken Torta",Mexican,11.95
1128,492,2023-01-08,19:06:21,104,104,"Veggie Burger",American,10.50
1129,492,2023-01-08,19:06:21,120,120,"Steak Torta",Mexican,13.95
1130,492,2023-01-08,19:06:21,131,131,"Chicken Parmesan",Italian,17.95
1131,493,2023-01-08,19:31:47,117,117,"Chicken Burrito",Mexican,12.95
1132,494,2023-01-08,19:38:40,124,124,Spaghetti,Italian,14.50
1133,494,2023-01-08,19:38:40,125,125,"Spaghetti & Meatballs",Italian,17.95
1134,494,2023-01-08,19:38:40,129,129,"Mushroom Ravioli",Italian,15.50
1135,494,2023-01-08,19:38:40,105,105,"Mac & Cheese",American,7.00
1136,495,2023-01-08,19:42:52,117,117,"Chicken Burrito",Mexican,12.95
1137,495,2023-01-08,19:42:52,120,120,"Steak Torta",Mexican,13.95
1138,496,2023-01-08,19:46:18,109,109,"Korean Beef Bowl",Asian,17.95
1139,496,2023-01-08,19:46:18,121,121,"Cheese Quesadillas",Mexican,10.50
1140,497,2023-01-08,19:49:26,132,132,"Eggplant Parmesan",Italian,16.95
1141,498,2023-01-08,20:02:25,117,117,"Chicken Burrito",Mexican,12.95
1142,499,2023-01-08,21:10:46,116,116,"Steak Tacos",Mexican,13.95
1143,499,2023-01-08,21:10:46,125,125,"Spaghetti & Meatballs",Italian,17.95
1144,499,2023-01-08,21:10:46,129,129,"Mushroom Ravioli",Italian,15.50
1145,499,2023-01-08,21:10:46,112,112,"Salmon Roll",Asian,14.95
1146,500,2023-01-08,21:46:49,128,128,"Cheese Lasagna",Italian,15.50
1147,501,2023-01-08,21:51:31,102,102,Cheeseburger,American,13.95
1148,501,2023-01-08,21:51:31,109,109,"Korean Beef Bowl",Asian,17.95
1149,501,2023-01-08,21:51:31,105,105,"Mac & Cheese",American,7.00
1150,502,2023-01-08,22:26:08,127,127,"Meat Lasagna",Italian,17.95
1151,503,2023-01-09,11:16:21,113,113,Edamame,Asian,5.00
1152,503,2023-01-09,11:16:21,120,120,"Steak Torta",Mexican,13.95
1153,504,2023-01-09,11:48:18,114,114,Potstickers,Asian,9.00
1154,505,2023-01-09,11:55:10,113,113,Edamame,Asian,5.00
1155,505,2023-01-09,11:55:10,NULL,NULL,NULL,NULL,NULL
1156,506,2023-01-09,12:02:09,131,131,"Chicken Parmesan",Italian,17.95
1157,507,2023-01-09,12:06:03,104,104,"Veggie Burger",American,10.50
1158,508,2023-01-09,12:13:32,102,102,Cheeseburger,American,13.95
1159,508,2023-01-09,12:13:32,102,102,Cheeseburger,American,13.95
1160,508,2023-01-09,12:13:32,113,113,Edamame,Asian,5.00
1161,509,2023-01-09,12:13:58,122,122,"Chips & Salsa",Mexican,7.00
1162,510,2023-01-09,12:15:03,108,108,"Tofu Pad Thai",Asian,14.50
1163,510,2023-01-09,12:15:03,108,108,"Tofu Pad Thai",Asian,14.50
1164,510,2023-01-09,12:15:03,117,117,"Chicken Burrito",Mexican,12.95
1165,510,2023-01-09,12:15:03,122,122,"Chips & Salsa",Mexican,7.00
1166,511,2023-01-09,12:18:21,124,124,Spaghetti,Italian,14.50
1167,512,2023-01-09,12:19:24,127,127,"Meat Lasagna",Italian,17.95
1168,513,2023-01-09,12:22:48,125,125,"Spaghetti & Meatballs",Italian,17.95
1169,513,2023-01-09,12:22:48,127,127,"Meat Lasagna",Italian,17.95
1170,513,2023-01-09,12:22:48,113,113,Edamame,Asian,5.00
1171,513,2023-01-09,12:22:48,106,106,"French Fries",American,7.00
1172,514,2023-01-09,12:26:47,108,108,"Tofu Pad Thai",Asian,14.50
1173,515,2023-01-09,13:07:37,104,104,"Veggie Burger",American,10.50
